title,appid,categories,genres,price,developer,publisher
Unlimited Escape 2,318560.0,,,,,
Crazy Chicken Tales,318660.0,,,,,
Unlimited Escape,322030.0,,,,,
The World II: Hunting BOSS,323240.0,,,,,
Sam Glyph: Private Eye!,326420.0,,,,,
Mimpi,332580.0,,,,,
Entropy Rising,334830.0,,,,,
Back To Life 3,335570.0,,,,,
Plith,339110.0,,,,,
Countless Rooms of Death,341380.0,,,,,
Cahors Sunset,341700.0,,,,,
Rainbow Hero,343570.0,,,,,
Down To One,334040.0,,,,,
Rktcr,346130.0,,,,,
Containment Protocol,346300.0,,,,,
Break the Cube,346650.0,,,,,
Super Pixalo,347480.0,,,,,
Street Arena,347820.0,,,,,
Hyphen,346510.0,,,,,
INIT.,348980.0,,,,,
Snail Bob 2,349760.0,,,,,
Bonetown - The Power of Death,350840.0,,,,,
Pregnancy,351900.0,,,,,
Fair Strike,352120.0,,,,,
Little Cells,352210.0,,,,,
Plug & Play,353560.0,,,,,
Return NULL - Episode 1,357370.0,,,,,
Frozen Free Fall: Snowball Fight,357480.0,,,,,
Astroloco: Worst Contact,357490.0,,,,,
Attack of the Labyrinth +,357830.0,,,,,
TAKEN,359160.0,,,,,
Ashes of Immortality II,362140.0,,,,,
Ashes of Immortality II - Bad Blood,362150.0,,,,,
Word Wonders: The Tower of Babel,362790.0,,,,,
Super Goo Goo,363900.0,,,,,
Face It - A game to fight inner demons,364050.0,,,,,
The Sheltered,364370.0,,,,,
Bunker Constructor,364980.0,,,,,
Battle of Empires : 1914-1918,316430.0,,,,,
Beeswing,365580.0,,,,,
Lootfest,367030.0,,,,,
Almightree: The Last Dreamer,368050.0,,,,,
President for a Day - Corruption,368780.0,,,,,
Brain Guzzler,369860.0,,,,,
Rolling Shapes,371280.0,,,,,
Second Warfare,372740.0,,,,,
SBX: Invasion,371620.0,,,,,
OVERGRAVITY,376350.0,,,,,
Chronicle Keepers: The Dreaming Garden,377120.0,,,,,
Slam,377940.0,,,,,
Sunny Hillride,378490.0,,,,,
Diner Mania,379600.0,,,,,
Combat Cats,350610.0,,,,,
Space Xonix,382270.0,,,,,
Hot Pinball Thrills,373810.0,,,,,
Railroad Lines,385470.0,,,,,
Arevan,385900.0,,,,,
Just Alone,388300.0,,,,,
Dr. Bulbaceous,388540.0,,,,,
Sim Junta,390510.0,,,,,
The Musketeers: Victoria's Quest,390940.0,,,,,
A Sirius Game,392930.0,,,,,
Run Run And Die,397670.0,,,,,
Car Mechanic Manager,397840.0,,,,,
Dragon's Wake,399070.0,,,,,
It's time to get out from the solar system,399090.0,,,,,
Kitchen Simulator 2015,399230.0,,,,,
Match 3 Revolution,401420.0,,,,,
String Theory,1129760.0,,,,,
Gamer Simulator,402190.0,,,,,
Rescue Team 2,403090.0,,,,,
Rescue Team 3,403100.0,,,,,
Vicky Saves the Big Dumb World,404660.0,,,,,
Fill Up!,405050.0,,,,,
Perraw - FPS Clone War,409340.0,,,,,
Knight Adventure,409420.0,,,,,
One Final Chaos,409610.0,,,,,
The Forgotten Forest,410050.0,,,,,
Expander,410470.0,,,,,
Corgi Warlock,414920.0,,,,,
Feesh,415240.0,,,,,
Emporea,416450.0,,,,,
The Growth Journey,416610.0,,,,,
Mistfal,417920.0,,,,,
Elite vs. Freedom,420670.0,,,,,
Dissonance: An Interactive Novelette,421620.0,,,,,
Where's My Mommy?,423610.0,,,,,
Save Your Mother,423740.0,,,,,
Threads of Destiny,424870.0,,,,,
Asteroids Minesweeper,425070.0,,,,,
Vector Assault,425860.0,,,,,
Womb Room,426010.0,,,,,
Horror in the Asylum,428210.0,,,,,
The Book of Desires,428260.0,,,,,
Nulldrifters,397640.0,,,,,
Pythagoria,434620.0,,,,,
Alone K.W.,442000.0,,,,,
Endless Burst,442760.0,,,,,
Strike Force: Desert Thunder,444210.0,,,,,
Leave Me Alone: A Trip To Hell,444520.0,,,,,
Cologne,444740.0,,,,,
XCavalypse,447960.0,,,,,
Share,448020.0,,,,,
Logic Missile,448300.0,,,,,
Bitardia Cards: Memes of 2ch,448310.0,,,,,
Hush Hush - Unlimited Survival Horror,449500.0,,,,,
Tenrow,449760.0,,,,,
Stealth Labyrinth,450040.0,,,,,
Insane Decay of Mind: The Labyrinth,450060.0,,,,,
Assault on Arnhem,450290.0,,,,,
Mind Unleashed,450740.0,,,,,
Snakes on an Extradimensional Plane,451540.0,,,,,
War Birds: WW2 Air strike 1942,451670.0,,,,,
End Of The Mine,451800.0,,,,,
Nighttime Terror: Dessert Defender,451870.0,,,,,
Madness Cubed,453270.0,,,,,
Hacked,453470.0,,,,,
Rogue Contracts: Syndicate,453660.0,,,,,
Innoquous 5,453830.0,,,,,
Nil-Ninjahtic: Ronin,454130.0,,,,,
I Am Caligula,454570.0,,,,,
The Lost,2087860.0,,,,,
Boundel,454070.0,,,,,
Zombie Parking,449090.0,,,,,
Project RPG Remastered,455710.0,,,,,
Nokori,455970.0,,,,,
Christmas Adventure: Candy Storm,456430.0,,,,,
Slime & Friends,456660.0,,,,,
My Lady,457530.0,,,,,
Minigame Party VR,457870.0,,,,,
Drusilla Dreams,458060.0,,,,,
Infinite Shooter,458230.0,,,,,
A Princess' Tale,461380.0,,,,,
Kaboom Monsters,461490.0,,,,,
Grizzly Valley,461520.0,,,,,
IWO: Bloodbath in the Bonins,462070.0,,,,,
Slide Ride Arcade,462400.0,,,,,
The Beggar's Ride,463760.0,,,,,
Beyond Magic,463880.0,,,,,
Diorama Battle of NINJA,464070.0,,,,,
Race & Destroy,466210.0,,,,,
GOD's DEATH,466580.0,,,,,
Leveron Space,467350.0,,,,,
1917 - The Alien Invasion DX,470060.0,,,,,
Rocket Ski Racing,471730.0,,,,,
Killbot,473810.0,,,,,
Diib's Dilemma,473840.0,,,,,
Time in Time,474830.0,,,,,
Major\Minor,475490.0,,,,,
MAGATAMA Earrings,476370.0,,,,,
Shard Games,477180.0,,,,,
Space Hole 2016,477310.0,,,,,
IrreVRsible,479000.0,,,,,
Finding Hope,481600.0,,,,,
Legends of the Universe - StarCore,482330.0,,,,,
Circuitous,483490.0,,,,,
Directionless,483970.0,,,,,
OESE,485600.0,,,,,
Pick a Hero,485620.0,,,,,
Impossible Quest,485860.0,,,,,
Neon Warp,485920.0,,,,,
Escargot Kart,488070.0,,,,,
Astral Heroes,488910.0,,,,,
Minotaur,680590.0,,,,,
50 years,516460.0,,,,,
Painted Legend,508730.0,,,,,
Click Space Miner,513770.0,,,,,
Oh No! Bugs!,513980.0,,,,,
Pinkman,516480.0,,,,,
Omega Reaction,516520.0,,,,,
Stars Simulation,516950.0,,,,,
SPACE DVRTS,519550.0,,,,,
Flying Pengy,519870.0,,,,,
Fright Light,520290.0,,,,,
MetalNoise,520810.0,,,,,
Dawn's Light,520820.0,,,,,
Dots eXtreme,521130.0,,,,,
Toadled,521630.0,,,,,
Near Midnight,522590.0,,,,,
Fated Souls 2,523900.0,,,,,
Globe Rush,521000.0,,,,,
Dyno Adventure,525600.0,,,,,
MY FIGHT,526290.0,,,,,
Geology Business,527240.0,,,,,
Dynamite Alex,527810.0,,,,,
Violet Haunted,529090.0,,,,,
Beyond Power VR,529820.0,,,,,
12 orbits,529950.0,,,,,
Cyberline Racing,514460.0,,,,,
ShapeRockets,531480.0,,,,,
TankCraft,531520.0,,,,,
Dream Dealer,532030.0,,,,,
Campfire: One of Us Is the Killer,533180.0,,,,,
Captivity,533340.0,,,,,
The Writer: A Change Of Identity,533770.0,,,,,
4Team,534320.0,,,,,
Dolphin Up,534680.0,,,,,
Relaxing VR Games: Mahjong,534920.0,,,,,
EXIT,535000.0,,,,,
Save Home,535260.0,,,,,
Block King,535330.0,,,,,
"A Fear Of Heights, And Other Things",535460.0,,,,,
Dante's Forest,538040.0,,,,,
Help Me Doctor,538560.0,,,,,
Kombine,539750.0,,,,,
PhysDrive,541380.0,,,,,
Happy Maze,542280.0,,,,,
Super Puzzle Sisters,542680.0,,,,,
Relaxation balls,543360.0,,,,,
Brain Booster,543430.0,,,,,
Last Days,1484830.0,,,,,
Luke Sidewalker,545860.0,,,,,
Gem Forge,546170.0,,,,,
Sluggish Morss: Days of the Purple Sun,546440.0,,,,,
Operation Breakout®,546660.0,,,,,
Sullen,547210.0,,,,,
Runes,548050.0,,,,,
Backfire,548260.0,,,,,
Wheely,548330.0,,,,,
Payroll,548500.0,,,,,
Sandstorm,548710.0,,,,,
GravNewton,549100.0,,,,,
Star Fight,551500.0,,,,,
Pure Heart,552190.0,,,,,
SolarGun,553340.0,,,,,
Hex Phase,553500.0,,,,,
iFactor,553570.0,,,,,
ArsonVille,553610.0,,,,,
Once in Yaissor,553790.0,,,,,
Viking Escape,554700.0,,,,,
Fan Fun,555040.0,,,,,
Never give up!,555320.0,,,,,
Hearts of Chaos,555410.0,,,,,
Red Forest,555660.0,,,,,
Masked Forces,555750.0,,,,,
Goblet of Maya,557790.0,,,,,
Children of Colossus,558850.0,,,,,
Merlin adventurer store,561340.0,,,,,
Zahalia: The Knights of Galiveth,562290.0,,,,,
Our Wonderful World,562600.0,,,,,
The Wizards Who Fell In A Hole,562680.0,,,,,
Dispersio,563180.0,,,,,
Fishermurs,564210.0,,,,,
Space Hotel,564900.0,,,,,
Olav: the story of one boy,564990.0,,,,,
SWAM,565650.0,,,,,
Rule Your School,566550.0,,,,,
Mahjong Magic Journey,567140.0,,,,,
True or False,521340.0,,,,,
Blind Love,900130.0,,,,,
Gum Guy,568130.0,,,,,
Atomic Reconstruction,568500.0,,,,,
Multishop Tycoon Deluxe,568780.0,,,,,
Paul Pixel - The Awakening,569050.0,,,,,
Xmas Zombie Rampage,570690.0,,,,,
Fallen,1513930.0,,,,,
Felis: Cat Saving Platformer,572040.0,,,,,
Texas Tango,572230.0,,,,,
Equilibrium VR,573330.0,,,,,
Cat or Bread?,574820.0,,,,,
Permute,575630.0,,,,,
Dangerous Bullets,575770.0,,,,,
Nihilist Simulator,576410.0,,,,,
FootRock 2,576740.0,,,,,
SCALPERS: Turtle & the Moonshine Gang,577280.0,,,,,
Tears of a Dragon,577760.0,,,,,
Element TD,578350.0,,,,,
冒险村传说（Tales of Legends）,578440.0,,,,,
Selatria: Advent of the Dakk'rian Empire,578890.0,,,,,
The Sorceress,579330.0,,,,,
Candy Machine,581980.0,,,,,
VRemin,582210.0,,,,,
Zombie Killin',582350.0,,,,,
Operation swat,584780.0,,,,,
Puzzle One,585920.0,,,,,
Tank Assault X,585970.0,,,,,
JET HERO,586060.0,,,,,
Survival Driver,586130.0,,,,,
The Adventures of Fluffy,586600.0,,,,,
Hold your houses,586790.0,,,,,
Cart Racer,587420.0,,,,,
Power Solitaire VR,584850.0,,,,,
Dark Throne,587490.0,,,,,
Under a Desert Sun,587930.0,,,,,
Frisky Business,588240.0,,,,,
Grass Cutter,589420.0,,,,,
Green Elephant 2D,589770.0,,,,,
Energia,592040.0,,,,,
Mall Empire,592340.0,,,,,
世阳教你学防灾,593950.0,,,,,
Polterheist,595320.0,,,,,
Mastema: Out of Hell,595550.0,,,,,
Comit the Astrodian 2,597090.0,,,,,
SpaceDweller,599510.0,,,,,
Art of Guile,600250.0,,,,,
Hotel Anatolia,601010.0,,,,,
Don't Look Back,1028410.0,,,,,
Fated Souls 3,602790.0,,,,,
Powernaut VANGARDT,602880.0,,,,,
One Wish,602910.0,,,,,
Tarim: Guardians,603060.0,,,,,
Masked Shooters,603130.0,,,,,
CryptoMoneya,603360.0,,,,,
- Arcane Raise -,603750.0,,,,,
Legion Tale,604040.0,,,,,
The Last Tree,605210.0,,,,,
ROTii,603220.0,,,,,
Jade's Journey 2,607030.0,,,,,
Popap,607680.0,,,,,
Blastercell,608540.0,,,,,
PIXEL ZUMBI,608630.0,,,,,
The Chosen Warriors,610730.0,,,,,
Your Friend Hana,610810.0,,,,,
EastwoodVR,612250.0,,,,,
Keyboard Killer,613250.0,,,,,
XAOC,614860.0,,,,,
Battle for Enlor,614880.0,,,,,
Shootout on Cash Island,614950.0,,,,,
NEONomicon,614960.0,,,,,
Dealey Plaza Paintball,615070.0,,,,,
Happy Penguin VR,615330.0,,,,,
Encounter of Galaxies,615390.0,,,,,
SOLITUNE,615670.0,,,,,
Vagrant Hearts Zero,615680.0,,,,,
Eventide Night,616030.0,,,,,
Jet Buster,618070.0,,,,,
Qbik,618470.0,,,,,
Mr Blaster,618490.0,,,,,
Samhain World,618840.0,,,,,
The Inevitability,619740.0,,,,,
Evil Glitch,619890.0,,,,,
Calico & Co,620580.0,,,,,
Evil Possession,620700.0,,,,,
Nano Project,622320.0,,,,,
Sweven,622880.0,,,,,
RUN,2252640.0,,,,,
Bebop and Tempo,628560.0,,,,,
Employee Recycling Center,629030.0,,,,,
Extra Terrestrial Perception,629210.0,,,,,
RetroFighter VR,616650.0,,,,,
The Sun Never Sets,636370.0,,,,,
Minecraft: Story Mode - Season Two,639170.0,,,,,
A Bloody Night,639720.0,,,,,
The Heart of the Earth,645310.0,,,,,
OneScreen Solar Sails,645940.0,,,,,
Woodlands,646100.0,,,,,
ZHUST - THE ILLUSION SOUL,649670.0,,,,,
Greece Defense TD,650600.0,,,,,
Run Jump Die Repeat,650990.0,,,,,
Deep Horizon,651170.0,,,,,
Freedom: A Time to Reckon,655220.0,,,,,
Survive,1888460.0,,,,,
Welcome Back To 2007,666940.0,,,,,
Master of ABC,673820.0,,,,,
THE 2048,674310.0,,,,,
Delude - Succubus Prison,674380.0,,,,,
Direct,675720.0,,,,,
SpaceShot,675940.0,,,,,
Matryoshka Strike,675960.0,,,,,
Double Memory,676450.0,,,,,
Destroyer: Invasion,678240.0,,,,,
Symploké: La Leyenda de Gustavo Bueno (Capítulo 2),678920.0,,,,,
Totally Mayhem,679740.0,,,,,
ZAP Master,679860.0,,,,,
Brain Crush,679960.0,,,,,
Puzzle: Underwater World,680070.0,,,,,
Funtoon's World,681090.0,,,,,
Last Soldier,681140.0,,,,,
Rainbow Duck,681150.0,,,,,
Secrets of Arcadia,681190.0,,,,,
Ancient Worlds: Jaguar's Fate,681480.0,,,,,
dontbegrey,681490.0,,,,,
AddForce,681950.0,,,,,
Downloaded: Fragments of a Forgotten Soul,682920.0,,,,,
EXON: The Impossible Challenge,683130.0,,,,,
FreeFly Burning,683530.0,,,,,
The Dark Age I : Zordon's Empire,683810.0,,,,,
Weable,683830.0,,,,,
Mr Rabbit's Jigsaw Puzzle,685040.0,,,,,
Alienzix,685230.0,,,,,
The soldier in the mine,685750.0,,,,,
Ruthless Safari,685790.0,,,,,
Neon Coliseum,686300.0,,,,,
Gnomes Garden New Home,686520.0,,,,,
WireNet,687510.0,,,,,
Oswald's Adventure,688680.0,,,,,
Cynoclept: The Game,688880.0,,,,,
Memories,2219470.0,,,,,
BOOKS,690740.0,,,,,
Pirate Jump 2,690860.0,,,,,
Red Number: Prologue,681260.0,,,,,
Cats Lover,691990.0,,,,,
春风 | Spring Breeze,692790.0,,,,,
Panda Run,2004810.0,,,,,
Castle Demolition VR,693500.0,,,,,
Saloon Showdown VR,695660.0,,,,,
NeoBoom,696400.0,,,,,
TOTOBALL,696490.0,,,,,
Piatka,697450.0,,,,,
PARSE,697530.0,,,,,
Brutal Runner,697930.0,,,,,
Comit the Astrodian 3,698030.0,,,,,
NanoScape,1654050.0,,,,,
Z Runaway,698330.0,,,,,
Through Blocks,698610.0,,,,,
Chaos and the White Robot,698950.0,,,,,
Labyrinthian,699410.0,,,,,
The Doorbreaker,699480.0,,,,,
MEMETYPER,699940.0,,,,,
Immersive Poetry,700830.0,,,,,
Fish's Trip,701960.0,,,,,
Lost with Dinosaurs,702200.0,,,,,
EZ4u,702550.0,,,,,
My Little Worms,703210.0,,,,,
Algorithm,703540.0,,,,,
Make a word!,703870.0,,,,,
Water Pipeline,704370.0,,,,,
FEMINAZI: 3000,705070.0,,,,,
Ballz: Farm,705670.0,,,,,
American Patriots: Boston Tea Party,705750.0,,,,,
Celtabula,706200.0,,,,,
战术狂想1(Chimera of Tactics 1),706920.0,,,,,
The Base,707220.0,,,,,
Attack Of Insects,707400.0,,,,,
Food Mahjong,707610.0,,,,,
Jigsaw Puzzles,707850.0,,,,,
Lost Artifacts,708150.0,,,,,
Little Adventurer II,708630.0,,,,,
Rage Quest,709290.0,,,,,
Low Desert Punk,709400.0,,,,,
Clarent Saga: Tactics,709670.0,,,,,
Weapon and Armor: Mahjong,709940.0,,,,,
Extreme Real Reality HD Remix,710480.0,,,,,
Sky Jump,1893180.0,,,,,
Hare,681290.0,,,,,
Stone Flower,711560.0,,,,,
Shroom,712440.0,,,,,
President Evil,713080.0,,,,,
StockUp,713100.0,,,,,
Beyond the Sunset 斜阳下的彼岸,713260.0,,,,,
Neptunian Donut,713540.0,,,,,
Hidden Object - Food,713590.0,,,,,
Undead,714050.0,,,,,
Dead By Murder,714300.0,,,,,
Hidden Object - Tools,714570.0,,,,,
Lost in the Forest,715060.0,,,,,
Fidget Spinner Editor,715370.0,,,,,
Run Zeus Run,715510.0,,,,,
Putrefaction 2: Rumble in the hometown,715690.0,,,,,
Nakawak: Expanded Color Edition,716150.0,,,,,
SKIMMERZ,717000.0,,,,,
The Flight Of Dowran,717040.0,,,,,
Rainbow Snake,717950.0,,,,,
Depopulation,718210.0,,,,,
Magic matchstick,718660.0,,,,,
Left&Right,718680.0,,,,,
Puzzler,719550.0,,,,,
Free Bowling 3D,719610.0,,,,,
Caveman Alive,720470.0,,,,,
FIGHTING BOX,721420.0,,,,,
My Coloring Book: Animals,721430.0,,,,,
Snake Treasure Chest,721470.0,,,,,
Frontiers.io,721670.0,,,,,
Blue Snake Adventures,722080.0,,,,,
Feeding The Monster,722250.0,,,,,
BLOK DROP NEO,722680.0,,,,,
LightTrack,722910.0,,,,,
Buffy Stole Your Sandwich,724030.0,,,,,
Wanderlust,1507420.0,,,,,
Star Boss,2074760.0,,,,,
illie,740570.0,,,,,
OverKill,2166360.0,,,,,
Super Meat Shooter,745340.0,,,,,
Monarch of Greed - Act 1,746220.0,,,,,
Air Combat Arena,746350.0,,,,,
Stop Santa - Tower Defense,746410.0,,,,,
SpaceRoads,488480.0,,,,,
Cube Color,748430.0,,,,,
Station 228,749480.0,,,,,
Spinning Around,749670.0,,,,,
While You Are Downloading,749730.0,,,,,
Trigonometry,749990.0,,,,,
WRONGED,750460.0,,,,,
JumpBall 2,750870.0,,,,,
Fight desserts,750900.0,,,,,
Puzzle Tactics,751200.0,,,,,
Twinstack,753560.0,,,,,
Piggy Poggy Pog,754040.0,,,,,
Yashik,754800.0,,,,,
Dark Maze,1360760.0,,,,,
Space Stories: Darth Star,763770.0,,,,,
Flappy Arms,764110.0,,,,,
Cross of Auria,764180.0,,,,,
Stickman Jetpack,764490.0,,,,,
SOK,765940.0,,,,,
The Fruitless Flower 雾雨中的徒花,766560.0,,,,,
Super Poop,767100.0,,,,,
Aiso,768130.0,,,,,
Zhulik.exe,768300.0,,,,,
Barbarian Souls,769110.0,,,,,
Reading Simulator,769690.0,,,,,
Sad City 42,771130.0,,,,,
Achievement Clicker 2018,771350.0,,,,,
You Will Never Get This Achievement,771410.0,,,,,
Colony On Mars,773640.0,,,,,
My Little Bomb,774261.0,,,,,
My Coloring Book: Professions,774781.0,,,,,
Fenix Box,774891.0,,,,,
Animals Memory: Dinosaurs,775520.0,,,,,
Animals Memory: Birds,775910.0,,,,,
Galactic Battles,776190.0,,,,,
Gay World,776340.0,,,,,
Abasralsa,776580.0,,,,,
TOXIC PLUMBING,777050.0,,,,,
Animals Memory: Underwater Kingdom,777340.0,,,,,
Ultimate Spider Hero,777400.0,,,,,
Jambo,777860.0,,,,,
Mountain Troll,778590.0,,,,,
Please close the doors,778850.0,,,,,
Animals Memory: Insect,778860.0,,,,,
The Drain Collector,778980.0,,,,,
cell,779790.0,,,,,
Endlessness,781650.0,,,,,
The Directed,781670.0,,,,,
Unstoppable Hamster,782300.0,,,,,
Mirage of Dragon,782380.0,,,,,
Tank 51,782610.0,,,,,
Anime girl Or Bottle?,785110.0,,,,,
Sacrifice Dungeon,785950.0,,,,,
Teeny Heist,786130.0,,,,,
Super Asteroids,788190.0,,,,,
MAR WAR: The Evil Awakens,788960.0,,,,,
Run and Jump,790120.0,,,,,
THE ARCHER: Dead Hunt,791430.0,,,,,
President Trump The Way In Uganda,791750.0,,,,,
Viki Spotter: Undersea,792410.0,,,,,
OutBreak Zombie,792900.0,,,,,
Star-Pit Starship,793000.0,,,,,
Merlin vs Zombies,793240.0,,,,,
The Frosty Leaves 寒叶下的薄冰,794950.0,,,,,
Arkasha,796110.0,,,,,
Spaceguy,796440.0,,,,,
Bit-Boom,796480.0,,,,,
Putin takes taxes,798960.0,,,,,
Mystic Saga,415840.0,,,,,
Viki Spotter: Megapolis,800230.0,,,,,
Ninja jump,800530.0,,,,,
WannaMine,801500.0,,,,,
Psychoballs,801840.0,,,,,
The last Baron's stunt,801900.0,,,,,
Training aim,804290.0,,,,,
Shoottera,804970.0,,,,,
Dokkaebi Hentai Adventures,805500.0,,,,,
Putin VS ISIS,805820.0,,,,,
Milky Way Map,806020.0,,,,,
Absolute Blue,806220.0,,,,,
RollingBall,1765240.0,,,,,
So Long Grandma,806940.0,,,,,
Loader,806970.0,,,,,
EverHero,806990.0,,,,,
Eternal Man: Village,808130.0,,,,,
BeeFender,808450.0,,,,,
Silent Tweets,809320.0,,,,,
FACE,810570.0,,,,,
Viki Spotter: School,812800.0,,,,,
Space Escape,815830.0,,,,,
Viki Spotter: Around The World,817490.0,,,,,
Eternal Man: Mountain,818480.0,,,,,
8 Ball,818530.0,,,,,
Bitcoin,819650.0,,,,,
Mogic,820710.0,,,,,
The famous diver,820830.0,,,,,
Tower Defense Sudden Attack,821910.0,,,,,
Eternal Man: Jump,822680.0,,,,,
Knife Hit Dash,823160.0,,,,,
Labyrinths of Atlantis,823770.0,,,,,
M.I.N.D.,825620.0,,,,,
Bounty Hunter: Space Detective,827270.0,,,,,
Coin Pusher,827420.0,,,,,
A Penny For Some Motivation,827540.0,,,,,
Bounty Hunter: Stampede,827900.0,,,,,
Viki Spotter: Shopping,829540.0,,,,,
Platform Challenge,830360.0,,,,,
Space Pilgrim Academy: Year 2,831120.0,,,,,
catAnod,833260.0,,,,,
NeoSticks,833890.0,,,,,
RollingBall: Unlimited World,834420.0,,,,,
Dodge Show,835520.0,,,,,
Alone,1544540.0,,,,,
City Escaper,838540.0,,,,,
Little Marisa's Disaster Journey,838940.0,,,,,
Russian AYE Horror,839260.0,,,,,
SOK MIN,839340.0,,,,,
Good Boy!,840440.0,,,,,
Vietnam War PuZZles,845150.0,,,,,
OboStar,846370.0,,,,,
Z.W!,848720.0,,,,,
Soccer Nations Battle,849270.0,,,,,
Voxel Tanks,852720.0,,,,,
Russian Gangsta In HELL,854190.0,,,,,
Falling words,856490.0,,,,,
Gachi Gang,856760.0,,,,,
Putinoids VS Navalnyats - Путиноиды Против Навальнят,857020.0,,,,,
Knife Flipping,857510.0,,,,,
Adventures Of Pipi 2 Save Hype,860790.0,,,,,
Putinization,861000.0,,,,,
Prison Test,862150.0,,,,,
Bighead Runner,863490.0,,,,,
!Anyway!,866510.0,,,,,
FURRY GIRL PUZZLE,1101260.0,,,,,
Friendship with Benefits,1299370.0,,,,,
Sexy Tails,1567080.0,,,,,
Fade to Silence,706020.0,,,,,
ENDER LILIES,1369630.0,,,,,
Ryzom,373720.0,,,,,
Man of the House,1148150.0,,,,,
My Pleasure - Season 1,2071520.0,,,,,
Wilson Chronicles - Beta,313240.0,,,,,
Battle Islands: Commanders,445720.0,,,,,
Nova Blitz,388370.0,,,,,
Heroes of Paragon,614100.0,,,,,
The Alien Cube,1099220.0,,,,,
The Movies,7900.0,,,,,
Future Perfect,282370.0,,,,,
The Movies: Stunts and Effects,7910.0,,,,,
Substance Designer 4,238710.0,,,,,
Substance Designer 3 Dota 2 Template,241340.0,,,,,
Substance Painter 1.x,273390.0,,,,,
Job Simulator Demo,344670.0,,,,,
Jeeboman,392680.0,,,,,
Chunks,402800.0,,,,,
Minigolf VR,406410.0,,,,,
Modbox,414120.0,,,,,
Felt Tip Circus,427890.0,,,,,
Rubled,402460.0,,,,,
Hot Wheels™ World's Best Driver™,236530.0,,,,,
Scooby-Doo! & Looney Tunes Cartoon Universe: Adventure,294280.0,,,,,
Paintey,445050.0,,,,,
Kodon,479010.0,,,,,
Footbrawl Playground,523080.0,,,,,
Bitslap,524690.0,,,,,
Lethal VR,532270.0,,,,,
Fast Action Hero,534000.0,,,,,
Chicken Chase,538410.0,,,,,
Pipejob,543580.0,,,,,
The Fastest Fist,544540.0,,,,,
Super Pixel Smash,578610.0,,,,,
Warpaint,600150.0,,,,,
The Colonists,677340.0,,,,,
VR Paradise,896890.0,,,,,
SinVR,966870.0,,,,,
Mod and Play,1127460.0,,,,,
Aces of the Galaxy,10120.0,,,,,
Urban Chaos,243060.0,,,,,
Pro Pinball Ultra,287900.0,,,,,
SWAT 3: Tactical Game of the Year Edition,560370.0,,,,,
Spycraft: The Great Game,569220.0,,,,,
Zork Anthology,570580.0,,,,,
Zork: Grand Inquisitor,570680.0,,,,,
Zork Nemesis: The Forbidden Lands,571060.0,,,,,
Call to Power II,572050.0,,,,,
Police Quest - SWAT 2,607120.0,,,,,
Age of Conan: Hyborian Adventures,6330.0,,,,,
Pinball Inside: A VR Arcade Game,605850.0,,,,,
Acro FS,834880.0,,,,,
Bullet Roulette VR,1103880.0,,,,,
Walkabout Mini Golf,1408230.0,,,,,
DMT,648890.0,,,,,
Mermaid VR,684380.0,,,,,
Ocean Rift,422760.0,,,,,
Natural Locomotion,798810.0,,,,,
THE GAME OF LIFE ,403120.0,,,,,
Executive Assault 2,510500.0,,,,,
Rogue Trooper Redux,529490.0,,,,,
Primal Reign,636580.0,,,,,
It's Quiz Time,648780.0,,,,,
Prop and Seek,1131720.0,,,,,
Marble It Up!,864060.0,,,,,
Trials of Mana,924980.0,,,,,
Shadow Warrior 3: Definitive Edition,1036890.0,,,,,
Destroy All Humans! 2 - Reprobed,1266700.0,,,,,
RHYTHM SPROUT,1475840.0,,,,,
Super Monkey Ball Banana Mania,1316910.0,,,,,
Klonoa Phantasy Reverie Series,1730680.0,,,,,
I MAED A GAM3 W1TH Z0MB1ES 1NIT!!!1,1800730.0,,,,,
EverQuest: Secrets of Faydwer,24120.0,,,,,
EverQuest: Seeds of Destruction,24130.0,,,,,
Monster Trucks Nitro,16620.0,,,,,
Build-A-Lot,38080.0,,,,,
Build-A-Lot 2,38090.0,,,,,
Build-A-Lot 3,38100.0,,,,,
Build-A-Lot 4,38110.0,,,,,
Star Trek™: 25th Anniversary,359650.0,,,,,
Jamestown+,377950.0,,,,,
Soundboxing,517130.0,,,,,
EVE: Valkyrie,538870.0,,,,,
POPULATION: ONE,691260.0,,,,,
Blaster Master Zero,1034900.0,,,,,
Blaster Master Zero 2,1034910.0,,,,,
Made in Abyss: Binary Star Falling into Darkness,1324340.0,,,,,
Bierzerkers,348460.0,,,,,
Son of a Witch,539400.0,,,,,
Stormbound,790600.0,,,,,
Gladiator Guild Manager,1043260.0,,,,,
PolyCore Defense,1526930.0,,,,,
Eiyuden Chronicle: Rising,1658290.0,,,,,
One-armed cook,1977530.0,,,,,
The Godfather,24820.0,,,,,
Theme Park Studio,254590.0,,,,,
Red Stone Online,350700.0,,,,,
Odyssey Reborn,351840.0,,,,,
Gunslingers,416670.0,,,,,
Heroes of Dire,509560.0,,,,,
Orake Classic,516510.0,,,,,
NosTale,550470.0,,,,,
Counter Fight,551690.0,,,,,
Sanctuary VR,565730.0,,,,,
Counter Fight: Samurai Edition,593210.0,,,,,
Lucky Night,753060.0,,,,,
Fields of Battle,370800.0,,,,,
Chef,886900.0,,,,,
Uncharted Waters Online - Steam,890400.0,,,,,
